Brand,Model,Car_Type,Year,Age_Years,Transmission,Fuel_Type,No_of_Owners,KM_Driven,Price_USD
Mazda,CX-5,SUV,2024,2,Automatic,Hybrid,1,41528,20730
Audi,Q5,SUV,2020,6,Automatic,Hybrid,2,110308,21890
Volkswagen,Tiguan,SUV,2020,6,Manual,Petrol,3,92639,11950
Tesla,Model X,SUV,2015,11,Automatic,Electric,2,187177,22660
Peugeot,208,Hatchback,2026,0,CVT,Diesel,1,500,19180
Tesla,Model S,Sedan,2022,4,Automatic,Electric,2,61610,42740
Hyundai,Veloster,Coupe,2017,9,Semi-Automatic,Petrol,4,130947,6840
Land Rover,Range Rover Evoque,SUV,2025,1,Automatic,Petrol,1,21443,42520
Nissan,Sentra,Sedan,2022,4,Manual,Petrol,1,31068,11730
Nissan,370Z,Coupe,2020,6,Semi-Automatic,Petrol,2,107346,15230
Nissan,Altima,Sedan,2023,3,Automatic,Petrol,1,34587,16760
Ford,Mustang Convertible,Convertible,2022,4,Automatic,Hybrid,2,44350,21670
Nissan,Titan,Truck,2019,7,Automatic,Petrol,3,140276,12160
Suzuki,Swift,Hatchback,2024,2,Automatic,Petrol,1,21095,12100
Ford,Escape,SUV,2023,3,CVT,Petrol,1,39373,17640
Volkswagen,Jetta,Sedan,2020,6,Manual,Petrol,3,121827,8560
Toyota,Sienna,Minivan,2020,6,Manual,Petrol,1,79773,16860
Lexus,IS,Sedan,2017,9,CVT,Hybrid,4,61606,12710
Peugeot,208,Hatchback,2017,9,Automatic,Petrol,1,201108,2830
Lexus,NX,SUV,2025,1,Manual,Petrol,1,13579,34250
Mini,Cooper Convertible,Convertible,2024,2,Automatic,Diesel,1,23316,22630
Nissan,370Z,Coupe,2021,5,Automatic,Petrol,2,68297,17280
Kia,K5,Sedan,2018,8,CVT,Petrol,2,114713,9410
Chevrolet,Camaro,Coupe,2016,10,Automatic,Petrol,1,79400,10670
Ford,F-150,Truck,2014,12,Automatic,Petrol,5,149647,8530
Honda,Insight,Sedan,2023,3,Automatic,Hybrid,1,28800,18050
Ford,Fusion,Sedan,2024,2,CVT,Petrol,1,14922,17980
Chevrolet,Silverado 1500,Truck,2024,2,CVT,Diesel,1,30803,25930
Toyota,Camry,Sedan,2024,2,Automatic,Diesel,1,25171,19360
Hyundai,Sonata,Sedan,2022,4,Manual,Petrol,2,65819,14560
Mercedes-Benz,GLE,SUV,2018,8,Automatic,Petrol,2,174734,21350
Hyundai,Elantra,Sedan,2021,5,Manual,Hybrid,1,67227,12090
Honda,Pilot,SUV,2021,5,Manual,Petrol,1,67725,20610
Audi,A5,Coupe,2017,9,CVT,Petrol,2,99662,16170
Subaru,Forester,SUV,2025,1,Automatic,Petrol,1,14147,23340
Hyundai,Sonata,Sedan,2017,9,Automatic,Hybrid,4,117133,7700
Mazda,MX-5 Miata,Convertible,2024,2,Automatic,Diesel,1,29255,21960
Chrysler,Pacifica,Minivan,2023,3,Manual,Diesel,1,60913,20300
Jeep,Compass,SUV,2024,2,Automatic,Petrol,1,22939,21020
GMC,Acadia,SUV,2020,6,Automatic,Petrol,1,75587,16920
Mercedes-Benz,GLE,SUV,2023,3,Automatic,Petrol,1,56568,40340
Ford,Fusion,Sedan,2025,1,Automatic,CNG,1,10162,17620
Mercedes-Benz,GLC,SUV,2019,7,Automatic,Petrol,3,95013,19430
Toyota,RAV4,SUV,2025,1,Manual,CNG,1,11026,21630
Chrysler,Pacifica,Minivan,2021,5,Automatic,Diesel,1,63663,18250
Skoda,Octavia,Sedan,2026,0,Manual,Petrol,1,500,21470
GMC,Acadia,SUV,2024,2,CVT,Petrol,1,35135,24960
Audi,Q7,SUV,2020,6,Manual,Petrol,1,89562,28210
Audi,Q5,SUV,2014,12,Automatic,Petrol,2,132134,11930
Toyota,Tacoma,Truck,2024,2,Manual,Hybrid,1,48667,21650
Toyota,Tundra,Truck,2021,5,Automatic,Petrol,2,93865,19190
Volkswagen,Golf,Hatchback,2016,10,Automatic,Petrol,2,80305,8120
Lexus,NX,SUV,2025,1,CVT,Petrol,1,22100,32500
Toyota,Prius,Hatchback,2023,3,CVT,Hybrid,2,38745,16330
Volkswagen,Atlas,SUV,2024,2,Automatic,Petrol,1,25967,28250
Toyota,Tundra,Truck,2014,12,Automatic,Petrol,1,140609,10170
Toyota,Corolla,Sedan,2017,9,Automatic,Petrol,2,187642,5520
Audi,A4,Sedan,2020,6,Automatic,Petrol,3,81139,19310
Nissan,Sentra,Sedan,2020,6,Automatic,Hybrid,1,70901,11010
Chevrolet,Camaro Convertible,Convertible,2017,9,Manual,Petrol,3,223683,8150
Lexus,NX,SUV,2023,3,Automatic,Petrol,1,37558,25780
Kia,Forte,Sedan,2019,7,Manual,Petrol,1,105383,8030
Mazda,Mazda3,Sedan,2017,9,Manual,Petrol,2,125414,7220
Fiat,500,Hatchback,2019,7,Automatic,Diesel,2,150669,5250
Audi,A5,Coupe,2022,4,CVT,Petrol,2,38460,26010
Subaru,Outback,SUV,2023,3,Automatic,Petrol,1,24488,20240
Ford,Explorer,SUV,2024,2,CVT,Petrol,1,13847,28590
Suzuki,Swift,Hatchback,2022,4,Automatic,Diesel,2,50109,8740
Ford,Fusion,Sedan,2017,9,Automatic,Petrol,3,151856,6230
GMC,Acadia,SUV,2019,7,CVT,Petrol,1,94234,16550
Hyundai,i20,Hatchback,2023,3,Semi-Automatic,CNG,1,61228,8700
Ford,Fusion,Sedan,2020,6,Automatic,Petrol,2,76604,10480
Chevrolet,Traverse,SUV,2023,3,CVT,Hybrid,2,53310,23090
Nissan,Titan,Truck,2021,5,Automatic,Hybrid,2,110503,17400
Honda,CR-V,SUV,2024,2,Manual,Petrol,1,26930,20770
Jeep,Wrangler,SUV,2013,13,Automatic,Diesel,2,215788,6410
Peugeot,208,Hatchback,2016,10,CVT,Petrol,4,149064,5170
Honda,Ridgeline,Truck,2013,13,Automatic,Hybrid,4,157929,9140
BMW,4 Series,Coupe,2022,4,Semi-Automatic,Petrol,1,80186,28370
Porsche,911,Coupe,2013,13,Manual,Petrol,5,126111,19960
Toyota,GR86,Coupe,2018,8,CVT,Petrol,3,114025,10580
Mercedes-Benz,C-Class Coupe,Coupe,2025,1,CVT,CNG,1,9218,38230
BMW,5 Series,Sedan,2023,3,Semi-Automatic,Hybrid,1,32098,41950
Volkswagen,Passat,Sedan,2022,4,Manual,Diesel,2,68741,13280
Lexus,NX,SUV,2016,10,Manual,Hybrid,4,90219,12400
Audi,A4,Sedan,2025,1,CVT,Petrol,1,11402,35430
Mini,Cooper,Hatchback,2018,8,Automatic,Petrol,1,81124,11010
Chevrolet,Silverado 1500,Truck,2016,10,Automatic,Petrol,3,118236,10680
Ford,Mustang Mach-E,SUV,2014,12,Automatic,Electric,1,154676,11710
Honda,Civic,Sedan,2024,2,Automatic,Petrol,1,28332,17240
Tesla,Model Y,SUV,2022,4,Automatic,Electric,1,73775,26260
Subaru,Legacy,Sedan,2014,12,CVT,Diesel,1,222077,3000
Honda,Insight,Sedan,2025,1,Manual,Hybrid,1,20219,18870
Ford,Escape,SUV,2025,1,CVT,Petrol,1,11265,24800
Mercedes-Benz,E-Class,Sedan,2015,11,Manual,Petrol,1,125013,16860
Honda,Pilot,SUV,2016,10,Semi-Automatic,Hybrid,2,95113,13100
Ram,1500,Truck,2021,5,Automatic,Petrol,1,104340,20600
BMW,4 Series,Coupe,2018,8,Automatic,Petrol,2,145461,17920
Subaru,Forester,SUV,2023,3,Manual,Petrol,1,49774,17700
Subaru,Outback,SUV,2022,4,Automatic,Petrol,1,67846,17520
Toyota,Sienna,Minivan,2024,2,Automatic,Diesel,1,36922,27110
Chevrolet,Equinox,SUV,2019,7,Manual,Diesel,1,95987,10720
Mazda,Mazda6,Sedan,2022,4,Automatic,Petrol,1,64209,14420
Chevrolet,Camaro Convertible,Convertible,2023,3,CVT,Petrol,2,48088,24390
Kia,Sorento,SUV,2022,4,Automatic,Hybrid,2,80117,19090
Audi,A4,Sedan,2019,7,Automatic,Petrol,3,181758,13650
BMW,Z4,Convertible,2021,5,Manual,Petrol,2,59211,27230
Ram,1500,Truck,2019,7,CVT,Petrol,2,79461,16300
Chevrolet,Spark,Hatchback,2024,2,Semi-Automatic,Petrol,1,18527,11280
Honda,Accord,Sedan,2023,3,Automatic,CNG,2,64797,15940
Mercedes-Benz,C-Class,Sedan,2023,3,Automatic,Hybrid,2,62979,30110
Jeep,Compass,SUV,2021,5,CVT,Petrol,1,99379,14530
Mercedes-Benz,C-Class,Sedan,2021,5,Automatic,Petrol,2,104944,21740
GMC,Sierra 1500,Truck,2023,3,Manual,Petrol,2,32212,24810
Nissan,Altima,Sedan,2016,10,Manual,Petrol,3,110902,7480
Fiat,500,Hatchback,2025,1,CVT,Petrol,1,14037,14040
Mazda,Mazda6,Sedan,2018,8,Manual,Diesel,1,108639,9010
Chevrolet,Traverse,SUV,2019,7,CVT,Petrol,3,73649,14970
Ford,Mustang,Coupe,2018,8,Automatic,Petrol,3,145784,10280
Audi,A6,Sedan,2015,11,CVT,Petrol,3,167561,14300
Mazda,CX-9,SUV,2022,4,CVT,Diesel,2,37185,21000
Volvo,XC90,SUV,2021,5,Automatic,Diesel,2,35548,26970
Jeep,Wrangler,SUV,2016,10,Automatic,Petrol,1,94105,10740
Ford,Escape,SUV,2022,4,Automatic,Petrol,2,37313,16310
Chevrolet,Equinox,SUV,2024,2,CVT,Diesel,1,27461,20820
Mazda,CX-5,SUV,2021,5,Automatic,Petrol,1,45806,15070
Ford,Fusion,Sedan,2017,9,Automatic,Diesel,3,163320,6230
Honda,CR-V,SUV,2026,0,Automatic,Hybrid,1,500,29850
Ford,Mustang Mach-E,SUV,2024,2,Automatic,Electric,1,31228,31760
Ford,Mustang,Coupe,2025,1,Manual,Petrol,1,9120,27150
Land Rover,Range Rover Sport,SUV,2026,0,Automatic,Petrol,1,500,82840
Renault,Clio,Hatchback,2022,4,CVT,Diesel,2,56473,10090
Nissan,Sentra,Sedan,2023,3,CVT,Petrol,1,65191,12630
Mercedes-Benz,GLE,SUV,2025,1,Automatic,Diesel,1,9221,46060
Honda,Fit,Hatchback,2024,2,Semi-Automatic,CNG,1,33397,11960
Toyota,Prius,Hatchback,2014,12,Manual,Hybrid,4,278653,3710
Ford,Mustang Mach-E,SUV,2016,10,Automatic,Electric,2,111821,12270
Ford,Mustang,Coupe,2016,10,CVT,Diesel,1,68307,10520
Skoda,Octavia,Sedan,2016,10,Automatic,Petrol,4,210583,4400
Hyundai,Veloster,Coupe,2025,1,Automatic,Petrol,1,22488,18340
Jeep,Compass,SUV,2024,2,CVT,Petrol,1,26490,19360
Kia,Forte,Sedan,2018,8,CVT,Petrol,2,109863,8000
Audi,Q5,SUV,2025,1,Automatic,Diesel,1,13673,38120
Honda,City,Sedan,2025,1,CVT,Petrol,1,15014,14070
GMC,Acadia,SUV,2018,8,Automatic,Petrol,1,101558,14440
Nissan,Murano,SUV,2023,3,Manual,Petrol,1,35469,21460
Kia,Rio,Hatchback,2020,6,CVT,Petrol,3,97968,7500
BMW,Z4,Convertible,2025,1,Automatic,Petrol,1,10905,46350
Mazda,Mazda6,Sedan,2021,5,Automatic,Petrol,1,117712,11560
Chevrolet,Equinox,SUV,2022,4,Manual,Petrol,1,68467,14570
Lexus,ES,Sedan,2020,6,Automatic,Petrol,3,67681,18020
Mazda,Mazda6,Sedan,2018,8,Automatic,Diesel,1,127179,8450
Honda,City,Sedan,2025,1,Manual,Petrol,1,26175,12660
Land Rover,Range Rover Sport,SUV,2026,0,Manual,Petrol,1,500,78690
Nissan,Rogue,SUV,2022,4,Manual,Hybrid,1,86018,15980
Suzuki,Swift,Hatchback,2019,7,Automatic,Diesel,3,149136,4070
Skoda,Octavia,Sedan,2019,7,Automatic,Diesel,3,116350,8920
Ford,Explorer,SUV,2022,4,Automatic,Petrol,2,41524,21300
Tesla,Model S,Sedan,2024,2,Automatic,Electric,1,20257,53780
Toyota,Prius Prime,Hatchback,2019,7,Automatic,Hybrid,1,146293,11100
BMW,4 Series,Coupe,2016,10,Manual,Diesel,3,178852,11890
Nissan,Versa,Hatchback,2023,3,CVT,Petrol,2,58695,10610
Volkswagen,Golf,Hatchback,2020,6,Automatic,Petrol,3,101539,10620
BMW,5 Series,Sedan,2020,6,CVT,Petrol,1,69021,26130
Mercedes-Benz,E-Class,Sedan,2023,3,Automatic,Petrol,1,45862,40960
Subaru,Outback,SUV,2022,4,Manual,Petrol,2,91090,16300
Subaru,Outback,SUV,2017,9,Automatic,Petrol,2,138106,9310
Subaru,Forester,SUV,2025,1,Automatic,Petrol,1,11285,22150
Nissan,Rogue,SUV,2020,6,Automatic,Hybrid,3,64177,13170
BMW,X5,SUV,2017,9,Manual,Petrol,3,138852,18530
Nissan,Rogue,SUV,2020,6,Automatic,Hybrid,2,74172,13940
Toyota,GR86,Coupe,2017,9,Automatic,Petrol,1,104238,10390
Toyota,Tundra,Truck,2024,2,Automatic,Petrol,1,32996,29710
BMW,3 Series,Sedan,2021,5,Semi-Automatic,Diesel,2,35796,21320
Audi,A4,Sedan,2020,6,CVT,Hybrid,3,90544,19600
Audi,Q5,SUV,2022,4,Automatic,CNG,2,58723,23260
Honda,Ridgeline,Truck,2021,5,Automatic,Petrol,2,34212,19520
Volkswagen,Golf,Hatchback,2022,4,Automatic,Petrol,2,45031,13700
Volkswagen,Atlas,SUV,2017,9,Automatic,Diesel,4,183419,9200
Ram,1500,Truck,2018,8,Automatic,Petrol,3,73986,13530
Toyota,Tundra,Truck,2020,6,Automatic,Hybrid,1,127894,17310
Chevrolet,Camaro Convertible,Convertible,2021,5,Automatic,Diesel,2,120158,16520
Honda,CR-V,SUV,2015,11,CVT,Petrol,2,144465,7620
Ford,F-150,Truck,2023,3,Automatic,Hybrid,2,61900,23250
Subaru,Forester,SUV,2017,9,Automatic,Petrol,2,196904,5480
Mazda,Mazda6,Sedan,2016,10,Automatic,Petrol,4,173488,5760
Mazda,Mazda3,Sedan,2021,5,Manual,Diesel,2,30912,11190
Mini,Cooper,Hatchback,2021,5,Automatic,Petrol,1,39415,15180
Mazda,Mazda6,Sedan,2017,9,Automatic,Diesel,2,129170,8150
Honda,Civic,Sedan,2025,1,Automatic,Petrol,1,20366,19150
Subaru,Forester,SUV,2021,5,Automatic,Petrol,1,57862,14050
Kia,Sportage,SUV,2016,10,Automatic,Petrol,4,131001,8210
Toyota,Camry,Sedan,2023,3,Manual,Petrol,1,40585,17510
GMC,Sierra 1500,Truck,2025,1,Manual,Diesel,1,13591,28980
Land Rover,Range Rover Evoque,SUV,2022,4,Automatic,Petrol,2,67029,28020
GMC,Sierra 1500,Truck,2020,6,Automatic,Petrol,2,55082,17370
Audi,Q5,SUV,2024,2,Automatic,Petrol,1,27307,34510
Jeep,Grand Cherokee,SUV,2013,13,Automatic,Petrol,4,235096,6600
Ram,1500,Truck,2022,4,Automatic,Petrol,1,39261,22380
Tesla,Model X,SUV,2016,10,Automatic,Electric,1,173353,25110
Mazda,Mazda3,Sedan,2017,9,Automatic,Diesel,1,174981,5840
Nissan,370Z,Coupe,2024,2,Automatic,Petrol,1,35028,25820
Ford,Mustang Mach-E,SUV,2021,5,Automatic,Electric,1,94466,20610
Nissan,370Z,Coupe,2022,4,Manual,Petrol,2,93470,16790
Audi,A5,Coupe,2023,3,Automatic,Petrol,2,40081,30990
Toyota,Yaris,Sedan,2013,13,Manual,Diesel,4,209643,1890
Audi,A6,Sedan,2021,5,Automatic,Diesel,2,113850,26560
Honda,CR-V,SUV,2022,4,Manual,Hybrid,2,45401,18100
Chevrolet,Camaro,Coupe,2024,2,CVT,Petrol,1,46572,22860
Audi,Q5,SUV,2025,1,Automatic,Petrol,1,16083,40650
Chevrolet,Camaro Convertible,Convertible,2017,9,Manual,Petrol,1,90321,13890
Tesla,Model X,SUV,2021,5,Automatic,Electric,2,77224,41480
Toyota,Yaris,Sedan,2019,7,Automatic,Petrol,1,93283,7540
Lexus,RX,SUV,2016,10,Automatic,Petrol,4,231698,11890
Hyundai,Sonata,Sedan,2023,3,Automatic,Diesel,1,37350,17790
Volkswagen,ID.4,SUV,2019,7,Automatic,Electric,2,88115,16230
Jeep,Wrangler,SUV,2019,7,Manual,Hybrid,2,55232,14580
Audi,Q7,SUV,2025,1,Automatic,Diesel,1,9298,48030
Land Rover,Range Rover Evoque,SUV,2017,9,CVT,Petrol,2,165177,15680
Tesla,Model S,Sedan,2019,7,Automatic,Electric,3,91919,27200
Tesla,Model S,Sedan,2025,1,Automatic,Electric,1,10542,54140
BMW,X5,SUV,2016,10,Manual,Diesel,2,161020,16010
GMC,Sierra 1500,Truck,2020,6,Automatic,Hybrid,2,83683,17950
BMW,5 Series,Sedan,2022,4,CVT,Diesel,2,86768,32130
Ford,Fusion,Sedan,2019,7,CVT,Hybrid,1,57019,10830
Tesla,Model X,SUV,2020,6,Automatic,Electric,3,58720,36360
Honda,Odyssey,Minivan,2011,15,Semi-Automatic,Petrol,4,305874,4110
Hyundai,i20,Hatchback,2011,15,Automatic,Petrol,5,255253,1200
Volkswagen,Jetta,Sedan,2021,5,Manual,Hybrid,2,64452,11750
Mercedes-Benz,GLE,SUV,2019,7,Automatic,Diesel,2,116202,22920
GMC,Terrain,SUV,2019,7,Automatic,Petrol,1,129541,12450
Toyota,Prius,Hatchback,2018,8,Manual,Hybrid,1,78495,10260
GMC,Acadia,SUV,2022,4,Automatic,Petrol,1,84883,21110
Mercedes-Benz,E-Class,Sedan,2024,2,Manual,Petrol,1,30964,42190
BMW,X3,SUV,2013,13,Automatic,Petrol,5,167416,9230
Ford,Mustang,Coupe,2012,14,Semi-Automatic,Diesel,5,246852,3970
Ford,Focus,Hatchback,2021,5,Automatic,Diesel,2,29028,11020
Skoda,Octavia,Sedan,2023,3,Automatic,Petrol,1,31069,17520
Chrysler,Pacifica,Minivan,2024,2,Automatic,Diesel,1,13111,26200
GMC,Terrain,SUV,2022,4,Manual,Petrol,2,52317,15150
GMC,Sierra 1500,Truck,2026,0,Automatic,Petrol,1,500,36810
Jeep,Compass,SUV,2019,7,Automatic,Petrol,2,85567,12250
BMW,3 Series,Sedan,2018,8,Automatic,Diesel,1,102598,17060
Mini,Cooper Convertible,Convertible,2025,1,Automatic,Petrol,1,10876,25050
Volkswagen,Golf,Hatchback,2025,1,CVT,Petrol,1,7284,21310
Mercedes-Benz,C-Class,Sedan,2023,3,CVT,Petrol,1,38838,30690
Mazda,MX-5 Miata,Convertible,2023,3,Automatic,Petrol,2,21793,18810
Lexus,ES,Sedan,2018,8,Automatic,Diesel,3,117053,13520
Nissan,Rogue,SUV,2026,0,Automatic,Diesel,1,500,26640
Tesla,Model Y,SUV,2023,3,Automatic,Electric,2,62351,26200
Ford,Mustang Convertible,Convertible,2016,10,Automatic,Petrol,1,103761,11980
Tesla,Model 3,Sedan,2025,1,Automatic,Electric,1,21512,29750
Ram,1500,Truck,2016,10,Automatic,Petrol,3,124067,11430
Kia,K5,Sedan,2014,12,Semi-Automatic,Petrol,2,172988,5540
Hyundai,Santa Fe,SUV,2022,4,Automatic,Petrol,1,84375,18270
Mercedes-Benz,C-Class,Sedan,2019,7,Automatic,Petrol,2,58708,19710
BMW,X3,SUV,2016,10,Manual,Petrol,2,75370,13600
Chevrolet,Spark,Hatchback,2016,10,Manual,Diesel,2,131480,4330
Mercedes-Benz,C-Class Coupe,Coupe,2022,4,Manual,Petrol,2,67662,27630
Ford,Explorer,SUV,2022,4,Automatic,Diesel,2,46519,20930
Audi,Q5,SUV,2024,2,Automatic,Petrol,1,25396,36820
Lexus,NX,SUV,2026,0,Automatic,Hybrid,1,500,39940
Hyundai,Tucson,SUV,2026,0,Manual,Hybrid,1,500,27990
Ford,Mustang Mach-E,SUV,2024,2,Automatic,Electric,1,16940,33510
GMC,Sierra 1500,Truck,2022,4,Automatic,Petrol,2,99801,19910
Mini,Cooper,Hatchback,2022,4,Manual,Petrol,2,46288,14230
Subaru,Outback,SUV,2020,6,Manual,Petrol,3,62834,12020
BMW,Z4,Convertible,2024,2,Automatic,Diesel,1,37834,36900
Hyundai,Tucson,SUV,2020,6,Automatic,Hybrid,2,79361,13960
Nissan,Altima,Sedan,2021,5,CVT,Diesel,1,70337,12370
Ford,F-150,Truck,2024,2,Automatic,Hybrid,1,42411,27820
Lexus,NX,SUV,2020,6,Automatic,Petrol,1,122584,19220
Honda,Odyssey,Minivan,2016,10,Automatic,Hybrid,3,155113,10480
Mazda,CX-5,SUV,2017,9,Automatic,Petrol,2,115756,9980
GMC,Terrain,SUV,2019,7,Automatic,Petrol,2,80524,13430
Skoda,Octavia,Sedan,2021,5,Automatic,Petrol,2,50704,12610
Land Rover,Range Rover Sport,SUV,2023,3,Automatic,Petrol,2,23304,50080
Ford,Mustang,Coupe,2017,9,Automatic,CNG,4,124955,9270
Toyota,Corolla,Sedan,2021,5,Manual,Hybrid,1,51580,12240
Nissan,Rogue,SUV,2018,8,Automatic,Diesel,1,89194,11700
Hyundai,i20,Hatchback,2016,10,Automatic,Petrol,2,118824,5070
Jeep,Wrangler,SUV,2012,14,Automatic,Hybrid,3,238873,5130
Fiat,500,Hatchback,2021,5,Automatic,Petrol,1,54273,9940
Tesla,Model Y,SUV,2017,9,Automatic,Electric,2,119155,14960
Ford,Mustang Mach-E,SUV,2019,7,Automatic,Electric,3,183380,14440
Ford,Escape,SUV,2016,10,Automatic,Petrol,1,177128,7130
Volvo,XC90,SUV,2020,6,CVT,Diesel,2,95301,25300
Ford,Fusion,Sedan,2024,2,Automatic,Petrol,1,27908,18730
Ford,Focus,Hatchback,2013,13,Automatic,Petrol,2,116574,4880
Mazda,MX-5 Miata,Convertible,2016,10,Automatic,Petrol,2,132802,9330
Ram,1500,Truck,2016,10,Semi-Automatic,Diesel,3,237653,9240
Tesla,Model Y,SUV,2019,7,Automatic,Electric,1,80963,19380
Audi,A5,Coupe,2017,9,Manual,Petrol,2,161987,13230
Toyota,Tundra,Truck,2021,5,CVT,Petrol,1,58769,20830
Lexus,ES,Sedan,2026,0,CVT,Diesel,1,500,36960
Toyota,GR86,Coupe,2018,8,Automatic,Petrol,2,104793,10620
Chevrolet,Bolt EV,Hatchback,2023,3,Automatic,Electric,1,67851,15550
Kia,K5,Sedan,2016,10,Automatic,Petrol,4,147007,5990
Renault,Clio,Hatchback,2025,1,Manual,CNG,1,13575,14410
Chevrolet,Silverado 1500,Truck,2020,6,Automatic,Petrol,3,115751,15140
Chevrolet,Bolt EV,Hatchback,2018,8,Automatic,Electric,3,98237,8680
Nissan,Sentra,Sedan,2026,0,Manual,Diesel,1,500,17810
Mercedes-Benz,GLE,SUV,2017,9,Automatic,Petrol,1,188218,18970
Jeep,Compass,SUV,2019,7,Manual,Diesel,1,152315,9940
Toyota,Highlander,SUV,2016,10,Semi-Automatic,Petrol,3,162759,10740
Nissan,Titan,Truck,2016,10,CVT,Diesel,3,134371,10620
GMC,Sierra 1500,Truck,2026,0,Automatic,Diesel,1,500,38190
Renault,Clio,Hatchback,2021,5,Automatic,Petrol,1,61228,10810
Nissan,Sentra,Sedan,2013,13,Manual,CNG,3,312872,1200
Volkswagen,ID.4,SUV,2020,6,Automatic,Electric,3,116742,15660
Ford,Mustang Convertible,Convertible,2021,5,Automatic,Petrol,1,76151,21330
Mercedes-Benz,C-Class,Sedan,2014,12,Automatic,Hybrid,3,243428,7210
Toyota,Yaris Hatchback,Hatchback,2021,5,Manual,Hybrid,1,63854,9560
Lexus,ES,Sedan,2024,2,CVT,Petrol,1,17868,28680
Volkswagen,ID.4,SUV,2025,1,Automatic,Electric,1,19808,30360
Honda,City,Sedan,2018,8,Automatic,Hybrid,2,93502,6550
Kia,Rio,Hatchback,2021,5,Automatic,Diesel,1,38260,8860
BMW,Z4,Convertible,2021,5,Automatic,Diesel,2,60893,26780
Volkswagen,Atlas,SUV,2022,4,Automatic,Petrol,1,96668,20460
Audi,A4,Sedan,2020,6,Automatic,Diesel,3,110491,17820
GMC,Sierra 1500,Truck,2022,4,Automatic,Petrol,2,105361,20730
Toyota,Prius Prime,Hatchback,2020,6,Automatic,Petrol,1,134529,13120
Audi,A4,Sedan,2015,11,Automatic,Petrol,1,218992,9690
Fiat,500,Hatchback,2018,8,Manual,Diesel,2,62014,6820
Hyundai,Tucson,SUV,2025,1,Automatic,Diesel,1,12278,24500
Toyota,Highlander,SUV,2013,13,Manual,Petrol,2,269436,4080
Hyundai,Tucson,SUV,2020,6,Automatic,Petrol,1,124063,11750
Chrysler,Pacifica,Minivan,2024,2,Automatic,CNG,1,16433,25720
Subaru,Outback,SUV,2020,6,Manual,Petrol,2,67918,13470
Hyundai,Ioniq 5,SUV,2012,14,Automatic,Electric,5,94729,7500
Tesla,Model Y,SUV,2019,7,Automatic,Electric,1,94051,18020
Chevrolet,Traverse,SUV,2022,4,CVT,Petrol,2,34881,21100
Honda,Fit,Hatchback,2024,2,Manual,Petrol,1,38269,12410
BMW,Z4,Convertible,2025,1,Semi-Automatic,Petrol,1,23434,45110
Subaru,Legacy,Sedan,2018,8,Manual,Petrol,1,111973,9150
Lexus,ES,Sedan,2021,5,Automatic,Petrol,2,137088,19970
Toyota,Prius,Hatchback,2016,10,Manual,Petrol,3,187796,6530
Kia,K5,Sedan,2023,3,Automatic,Petrol,2,20029,16980
Ford,Mustang Convertible,Convertible,2022,4,CVT,Diesel,1,59607,20880
GMC,Terrain,SUV,2019,7,Manual,Diesel,3,123700,10240
Nissan,Leaf,Hatchback,2017,9,Automatic,Electric,1,126611,8860
Ford,Mustang Convertible,Convertible,2011,15,Automatic,Diesel,5,124764,5760
Toyota,Tacoma,Truck,2019,7,CVT,Petrol,2,112936,12380
Audi,A6,Sedan,2025,1,Automatic,Petrol,1,10132,44260
Toyota,Highlander,SUV,2023,3,Manual,Diesel,1,35357,21890
Mazda,MX-5 Miata,Convertible,2023,3,Semi-Automatic,Diesel,2,32204,18040
Peugeot,208,Hatchback,2023,3,Automatic,Petrol,2,71293,11420
Chevrolet,Silverado 1500,Truck,2025,1,Automatic,Petrol,1,9293,31430
Tesla,Model X,SUV,2023,3,Automatic,Electric,1,49615,55810
Nissan,Murano,SUV,2023,3,CVT,Diesel,1,71031,20210
Honda,Insight,Sedan,2024,2,Semi-Automatic,Petrol,1,43741,18690
Honda,Civic,Sedan,2019,7,Automatic,Diesel,2,159258,8610
Volvo,XC90,SUV,2014,12,Automatic,Hybrid,3,163496,13980
Honda,Fit,Hatchback,2025,1,Automatic,Petrol,1,13643,13830
Chrysler,Pacifica,Minivan,2017,9,Manual,Petrol,4,113097,10740
Toyota,Tacoma,Truck,2024,2,Semi-Automatic,Petrol,1,41612,22090
Chevrolet,Traverse,SUV,2019,7,Automatic,Petrol,2,132724,15430
Ford,Escape,SUV,2023,3,Semi-Automatic,Petrol,2,28331,18680
BMW,X5,SUV,2020,6,Automatic,Petrol,3,108322,25880
Mazda,CX-9,SUV,2015,11,Automatic,Hybrid,1,153476,10210
Ford,Focus,Hatchback,2021,5,Manual,Diesel,2,54336,10390
Honda,Odyssey,Minivan,2021,5,Manual,Hybrid,1,50758,19600
Hyundai,Tucson,SUV,2020,6,Automatic,Petrol,3,79770,13290
Suzuki,Swift,Hatchback,2021,5,Automatic,Petrol,1,35965,7960
BMW,5 Series,Sedan,2023,3,Automatic,Petrol,1,46645,35330
Kia,K5,Sedan,2024,2,Automatic,CNG,1,35868,15770
Chevrolet,Camaro,Coupe,2023,3,CVT,Diesel,2,58159,18980
Toyota,GR86,Coupe,2022,4,Manual,Petrol,2,61432,16320
Tesla,Model 3,Sedan,2019,7,Automatic,Electric,2,114512,14880
Audi,Q7,SUV,2024,2,Automatic,Petrol,1,25112,45630
Toyota,Prius Prime,Hatchback,2021,5,Manual,Petrol,2,76446,14620
